Title,Image_URL,Full_Content,Excerpt,Date,Creator
"Don’t change long term plans due to short term “noise""",https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1586674296906-1650MIOAJBWBCOBP89B2/WW.png?format=original,"Dear clientsWe are sure you have been bombarded by all kinds of media focusing to the short-term effects on investment markets from people’s response to the Covid-19 virus.Here are a couple of examples of context.You are sitting in your nice, new, comfortable home which you purchased intending to live there indefinitely or at least for several decades.You hear a knock at the front door.Opening the door, you see someone looking rather stressed and bedraggled.“Yes?” you say cautiously. Your unexpected visitor announces, “I’m your neighbour. I just wanted you to know that I’m willing to buy your house today for 60% of what you just paid for it…”You quickly interject, “Uhhh… no thanks,” and you close the door… firmly.Unfortunately for you, day after day, that same neighbour shows up to tell you how much he’s willing to pay for your house. On most days you manage to ignore him. But he seems to shout the loudest when his price is either really high or really low compared to the price you paid.Most of us would call the police on such an annoying neighbour. However, we can’t call the police on the news outlets that constantly tell us what the market is willing to pay us for our portfolio. But it can be just as annoying.Similar to buying a house, most people purchase an investment portfolio to provide them with a lifetime of benefits. Despite that very long-time horizon, we are exposed, on almost a daily basis, to information about what the market is willing to pay us if we decided to sell out today. But here’s the rub, we’re not selling out our entire portfolio today, we’re not selling out tomorrow and, in fact, we’re not selling out for the rest of our lives if we can help it.Selling out now is counterintuitive anyway. When our noisy neighbour offers us a low price for our house, we ignore him. But when offered a low price for an investment portfolio, people can surprisingly react quite differently. The reason they might act differently is usually a combination of fear and uncertainty. But the ironic part is that many investors feel compelled to sell out just because someone is willing to pay them less than they paid for the same portfolio. History tells us that diversified portfolios have always recovered, every single time, so why sell?.You might say, but I’ve lost money and I need to sell while I still can. But the reality is, you only “lose” when you do sell and crystalise the loss. Until then, it’s just another crazy price proposal being put forward by your noisy neighbour, Mr Market.Here is a short video we have put together to illustrate the noise and the benefits of a long-term view. If you would like to chat through your strategy, or you know someone who might like a second opinion on their strategy, please email us or give us a call on 0800 NO STRESS (0800 667 873)Kind Regards, Warwick Walker The views and opinions expressed in this article are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited. You can find more important information about us here.﻿",We are sure you have been bombarded by all kinds of media focusing to the short-term effects on investment markets from people’s response to the Covid-19 virus.Here are a couple of examples of context…..,"Thu, 02 Apr 2020 07:27:00 +0000",GuestUser
Explaining Financial Planning,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1579608163962-29NM7V6IW5O3P85B1OAQ/Explaining%2BFinancial%2BPlanning.jpg?format=original,"Ask five different people ‘what is financial planning?’ and you’ll likely get five completely different answers. It’s this very confusion that often puts people off the idea of financial planning altogether – so this week we thought we would break down the FoxPlan model of financial planning to the very basics.GoalsBefore we even sit down and look at your data, we have a conversation with you to understand what your short, medium and long-term goals are. This creates a clear understanding of what your financial plan needs to achieve.Spend Vs. SaveWith your goals understood, we need to create the foundation to get you there. This starts by understanding your spending habits. If you spend more than you earn, there is no way of reaching your goals.Bank AccountsWe then create a budget with you so that there is a surplus. We do this by taking three months of your spending data so we can give you a 360-degree view of your finances. We use the surplus to first build an emergency fund so that when the car gives out or the dog requires an emergency trip to the vet, you are not thrown off course by the unexpected.Once the emergency fund has reached its goal (generally three to four months of spending), your surplus can then be invested.InvestmentYou can put your money in a term deposit and save it over your lifetime, but the reality is the nest egg you will have built at retirement based on bank interest rates will more than likely have only grown a small amount above inflation. Investment is about putting your money to work for you more efficiently.We work with you through sharemarket, property, business and some speculative investment to build your wealth. We only recommend speculative investment if it suits your risk profile and never to constitute more than 5% of your portfolio.Risk ManagementThe final piece of the plan is risk management. Risk management constitutes of insurance (to protect your income and ensure that if the unexpected happens from sickness, injury or death you and your family are still kept on track) as well as estate planning.KiwiSaverUnlike some planners, KiwiSaver is not a core part of our financial planning model. We see KiwiSaver as an additional insurance policy. If over the lifetime of your plans, your investments do not perform at expected levels or there are issues with income, KiwiSaver can act as a top up. And if everything has gone perfectly, it gives you a great bag of cash for the best possible lifestyle at retirement.It’s Simple:• We work with you to build a budget so that you have a surplus of cash with every pay• We build a reserve fund to ensure you are not thrown off track• We invest the surplus for greater returns• Insurance protects your plan if something goes wrongIf you would like to have a conversation about financial planning, please email info@foxplan.nz to arrange a meeting with one of our planning staff.The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.You can find more important information about us here.",Ask five different people ‘what is financial planning?’ and you’ll likely get five completely different answers. It’s this very confusion that often puts people off the idea of financial planning altogether – so this week we thought we would break down the FoxPlan model of financial planning to the very basics….,"Tue, 08 Oct 2019 11:03:00 +0000",GuestUser
February 2024 - Quarterly Investment Update,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1707102458530-J4UG2FRZL9VJVW3XOZCG/image-asset.jpeg?format=original,"Good Afternoon,As we bid farewell to the delightful chaos of Christmas, we eagerly step into the threshold of a brand new year, brimming with possibilities and promise and as always we thank you for being part of the FoxPlan Family.We are pleased to enclose our Summer update covering the period from October 2023 – December 2023 In 2023, media attention was dominated by issues like ram raids, law and order, the cost of living crisis, and conflicts in the Middle East and Ukraine, overshadowing positive investment market performance. Despite volatility, investment markets, including Australian, emerging market, and international developed shares, delivered double-digit returns, and previously weak bond markets rebounded.Looking forward to 2024, if it mirrors 2023's market performance with a more positive news flow, it could be an optimistic year. Portfolios remain well diversified, ready to capture returns wherever they may arise. In times of market unpredictability, the recommended approach remains consistent: staying invested, maintaining diversification, minimizing costs, and exercising patience – a strategy successful strategic investors have applied for years.Global share markets experienced strong gains in the last quarter as expectations shifted towards a potential 'soft-landing' for the US economy. This optimism, known as the goldilocks scenario, led to a surge in share prices. Global bonds also benefited from expectations of lower US interest rates in 2024, causing bond prices to rise. Despite minimal changes in economic factors, the key driver was the shift in investor expectations, prompting a reassessment of asset valuations and pushing prices higher. The positive change in expectations provided a tailwind for markets in the fourth quarter of 2023.Within the update, the Market Commentary section provides an overview of the previous quarter and highlights several areas of interest – inflation, migration and the magnificent 7A more detailed summary of International, Emerging Markets, NZ and Australian Shares can be found in the Key Market Movements Section.The featured article by Consilium titles ‘2023: Another year that defied the experts’ takes a retrospective look at 2023, the biggest major headlines and the forecasts that followed and discusses lesson we can take into 2024. We would like to bring to your attention a series of in person seminars we are hosting for 2024 which will be focussed to Investments and SME business owners.If you would like to learn more or sign up for the seminars please click the button below We are only a phone call or an email away should you wish to discuss anything. Please get in contact with your adviser or contact us at 0800 NO STRESS (0800 667 873) or email info@foxplan.nz if you have any questions or would like your adviser to talk through your current investment plan. Kind Regards,The FoxPlan Team",,"Mon, 05 Feb 2024 03:08:57 +0000",holly.jones@foxplan.nz
Financial well-being in the workplace,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/99ff6207-9ffe-4b89-a68e-961c31557351/1700855595469.png?format=original,"In today's world, many employees spend more time at the office than at home, and they can spend more time on the job than with their loved ones. So it's no surprise that workplace wellbeing is a growing interest for many employers. In episode eight of the podcast, we discussed how in demand this now is for employees in New Zealand. What are the three key areas employers want when it comes to well-being? Mental health, physical health, and financial wellness. It's hard to argue that employers offering any of these as a package will have an advantage in the recruitment and retention of staff. Happier, healthier, and less stressed workers are surely good for everyone.We're certainly heading in the right direction with some employers now offering flexible work arrangements, mental health support programs, comprehensive health insurance packages, gym memberships, and professional development opportunities. But what's lacking in our opinion? In a study done by PwC in 2020 on financial wellness 54% of employees said that financial or money matters/challenges attributed to the most stress in their lives. No surprises there. These concerns included the lack of an emergency fund, bad budgeting and cash flow management, debt traps, or insufficient retirement savings.Broken down by age, 62% of millennials surveyed said their main issue was not having emergency savings for unexpected expenses. On the other side of the age scale, 52% of baby boomers were stressed about not being able to retire when they wanted to. Who would have thought?And the effect? Increased absenteeism, lower productivity, retention issues, and increased costs to the company. So what are companies doing in this space? While some forward thinkers have included financial well-being workshops and subsidized financial plans as part of their employee package, there are plenty not doing enough in our opinion. We aren't sure if the roadblock is cost, a lack of understanding by managers or owners, or just plain ""she'll be right attitude"" but we're certainly on a mission to find out. We release a weekly podcast on financial literacy - Listen here.Have a topic you would like us to discuss? Email us at: podcast@foxplan.nzInterested in personalised financial advice? Book a no-obligation discovery callWondering if KiwiSaver will be enough in retirement? Check out our KiwiSaver CalculatorEver thought about setting up an investment plan? Check out our Investment Calculator",,"Tue, 09 Jan 2024 00:25:00 +0000",holly.jones@foxplan.nz
Financial well-being in the workplace (Copy),https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/99ff6207-9ffe-4b89-a68e-961c31557351/1700855595469.png?format=original,"In today's world, many employees spend more time at the office than at home, and they can spend more time on the job than with their loved ones. So it's no surprise that workplace wellbeing is a growing interest for many employers. In episode eight of the podcast, we discussed how in demand this now is for employees in New Zealand. What are the three key areas employers want when it comes to well-being? Mental health, physical health, and financial wellness. It's hard to argue that employers offering any of these as a package will have an advantage in the recruitment and retention of staff. Happier, healthier, and less stressed workers are surely good for everyone.We're certainly heading in the right direction with some employers now offering flexible work arrangements, mental health support programs, comprehensive health insurance packages, gym memberships, and professional development opportunities. But what's lacking in our opinion? In a study done by PwC in 2020 on financial wellness 54% of employees said that financial or money matters/challenges attributed to the most stress in their lives. No surprises there. These concerns included the lack of an emergency fund, bad budgeting and cash flow management, debt traps, or insufficient retirement savings.Broken down by age, 62% of millennials surveyed said their main issue was not having emergency savings for unexpected expenses. On the other side of the age scale, 52% of baby boomers were stressed about not being able to retire when they wanted to. Who would have thought?And the effect? Increased absenteeism, lower productivity, retention issues, and increased costs to the company. So what are companies doing in this space? While some forward thinkers have included financial well-being workshops and subsidized financial plans as part of their employee package, there are plenty not doing enough in our opinion. We aren't sure if the roadblock is cost, a lack of understanding by managers or owners, or just plain ""she'll be right attitude"" but we're certainly on a mission to find out. We release a weekly podcast on financial literacy - Listen here.Have a topic you would like us to discuss? Email us at: podcast@foxplan.nzInterested in personalised financial advice? Book a no-obligation discovery callWondering if KiwiSaver will be enough in retirement? Check out our KiwiSaver CalculatorEver thought about setting up an investment plan? Check out our Investment Calculator",,"Tue, 09 Jan 2024 00:25:00 +0000",holly.jones@foxplan.nz
"Why a Reserve Fund Changes the Way You Think, Invest, and Live",https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/fc89399f-d085-4fcc-bf66-abf8f0b58527/Dollars_Sense_Podcast_Logo.jpeg?format=original,"As we kick off 2026, we wanted to highlight a topic that is absolutely fundamental to long-term financial success: the reserve fund. On the latest episode of Dollars and Cents, I sat down with my colleague Sheldon Wu to unpack why this simple strategy is often overlooked, and why it’s more powerful than many realise.At its core, a reserve fund is a pool of money you set aside for emergencies. Financial planners like David Ramsey and Scott Pape (The Barefoot Investor) all emphasise its importance, recommending three to six months of either expenses or income. But beyond these textbook definitions, the real magic of a reserve fund is psychological.Most clients understand the logical benefits of having money set aside—it covers you if income stops or unexpected expenses arise. But the psychological shift it creates is even more profound. Having a reserve fund gives you confidence, reduces financial anxiety, and allows you to take calculated risks in other areas of life, including investments, career moves, and business decisions.Sheldon and I explored why this is often the most underrated strategy in financial planning. It doesn’t produce instant results, and people often find the target amount intimidating. For example, someone earning $150,000 a year aiming for a three-month reserve fund of $36,000 might feel like the goal is unattainable if they can only save a few hundred dollars a week. Yet, starting small, automating contributions, and gradually building the fund can make it manageable—and habit-forming.It’s also important to clarify what does not count as a reserve fund. Many people mistakenly rely on revolving credit, a credit card, or a single “all-purpose” savings account for emergencies. While these might provide temporary access to cash, they lack the psychological benefit of money that is earned, saved, and untouchable for non-emergencies. Using borrowed money or mixed-purpose savings defeats the purpose, often creating more stress when emergencies arise.The size of a reserve fund can also vary depending on life stage and purpose. My mentor, for instance, recommended that clients aiming for aggressive investment strategies maintain up to $100,000 in a liquid, untouchable account. This level of security allows them to invest boldly, take advantage of opportunities, and weather setbacks without jeopardising daily living or long-term plans.Different money personalities experience unique benefits from a reserve fund. The Anxious Controller, for example, may track every dollar and hesitate to invest. Once a reserve fund is in place, they gain confidence to invest rationally and reduce anxiety. The High-Income Rationaliser, who tends to over-optimise returns and use leverage for safety, learns to accept that not all money needs to generate a return. Across personalities, the reserve fund cultivates discipline, delayed gratification, and a more rational, long-term approach to money.Implementing a reserve fund also comes with practical lessons. It requires living below your means, combating lifestyle creep, and creating a structured cash flow system. We recommend separating your bank accounts into at least three categories: fixed expenses, variable expenses, and goal-specific savings (including your reserve fund). Automation is key—set it up so contributions happen without thought, and keep the account psychologically “untouchable” to ensure it serves its purpose.Ultimately, a reserve fund is more than just a safety net. It is a confidence tool, a habit builder, and a financial enabler. It allows you to make decisions with courage, take opportunities in life and business, and invest more strategically, knowing that you have a secure fallback.In short, while it may not always get the attention it deserves, the reserve fund is one of the most powerful financial strategies. If you haven’t yet started one—or if your existing “emergency money” isn’t truly liquid, untouchable, or psychologically distinct—consider this your nudge to start building one. The benefits are not just financial—they’re transformational.To listen to the full discussion and hear real-world examples of how a reserve fund can change your financial mindset, check out the latest Dollars and Cents episode on Apple Podcasts or Spotify.Our first Dollars and Cents episode for 2026 is now live 🎧This week Sheldon and I tackle what we genuinely believe is the most underrated financial strategy there is: the reserve fund — not just from a textbook angle, but how it shapes confidence, behaviour, and long-term financial decisions.If you have a moment, I’d really appreciate your support:🔗 Listen on Apple Podcasts🔗 Listen on Spotify🔗 Engage on LinkedIn🔗 Share on Facebook",,"Tue, 03 Feb 2026 00:51:51 +0000",info@foxplan.nz
Finding the right house,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1579610578142-FDA4L4KNT78SDMTGQZWU/image-asset.jpeg?format=original,"When buying a house, it’s likely to be one of the largest purchases you will ever make. You’ll will need to talk to your Mortgage Adviser, Lawyer, Valuer, Property Inspector and deal with the Real Estate Agent.It can be a pretty big deal.Whether you’re a first time buyer, a property investor, moving up as your family grows, or you’re looking for something smaller now the kids are gone, there’s a lot to think about.So don’t rush it. Take time to look around. Do your homework. Let us help you work out what you can realistically afford to spend on a mortgage. And the chances are that you’ll end up buying a house that’s right.In our opinion ‘Buying a House’ is simply part of a plan – a plan to live a purposeful life with meaning and wellness. Whether a home or an investment, property is simply a servant of the plan. In the appendices of this guide you can see what we mean – A total financial plan with property as a cornerstone of lifestyle and/or investment. So where do you start? First of all, you should probably take some time to have a good look at the properties that are available in the area that you‘d like to live or invest in. Check out your local property press, trademe.co.nz/property, realestate.co.nz and the real estate sections in the daily newspaper to get an idea of availability and prices.It’s probably a good idea to come up with a “wish-list” in terms of what you’re really looking for. Write up your list in two columns: e.g. “Must have”, “Nice to have”. New building versus older character? Low maintenance, move in and do nothing versus potential to renovate and add value? How many bedrooms and bathrooms do you need? Do you want a big section with a garden and lots of potential for outdoor living.Make sure to ask your FoxPlan adviser for advice. If you are buying an investment property – complete an analysis report to determine financial viability.Look at lots of different properties. Visit open homes and get a feel for different real estate agencies. Maybe even take in an auction or two to get a bit more comfortable with the process.Understand that different ‘markets’ experience different anomalies, supply and demand can create various roadblocks to your achievement of ‘The Plan’. The patient will prevail. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited. You can find more important information about us here.","When buying a house, it’s likely to be one of the largest purchases you will ever make. You’ll will need to talk to your Mortgage Adviser, Lawyer, Valuer, Property Inspector and deal with the Real Estate Agent….","Mon, 24 Dec 2018 12:43:00 +0000",GuestUser
First-home buyer success stories,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1579469050776-ZQ3YC21X2WDE09KLW4W9/First-home+buyer+success+stories.jpg?format=original,"At FoxPlan we believe our lending team is first-class and two recent success stories demonstrate the lengths our team will go to when it comes to securing first-home finance.Setting the SceneOur team recently had a couple come to FoxPlan with a $105,000 deposit. The couple had approached two other mortgage brokers and their bank prior. They had heard the same thing from all three about their borrowing potential.They were told with their deposit; they could borrow five times the deposit amount to a total of $525,000 and if they wanted to borrow any more – their parents would have to gift them some cash. The couple had parents who desperately wanted to help but didn’t have any spare funds, they did however have a property in freehold (no mortgage).As anyone looking in the Wellington market knows right now, $525,000 will not purchase a lot of house – especially for a young couple looking to start a family.The OptionsOur mortgage adviser was able to put two options in front of the couple.The first option was second tier lending. Second tier lenders (such as credit unions and building societies) are not governed by such strict Reserve Bank regulations as Banks, allowing them more flexibility in offering home finance for couples with only a 10% deposit. They do however charge higher interest rates. At FoxPlan we use these lenders as a short-term solution to build up to 20% equity so that borrowers can return to bank rates as soon as possible.The second solution was to bring in the parent’s equity via a guarantee. By guaranteeing only a small portion of one property for $50,000, the couple were able to have an effective deposit of $155,000 borrowing up to $775,000 at standard bank rates! No gift was required and suddenly home ownership became a real dream. The couple are now pre-approved and actively house hunting.At FoxPlan it is about doing the right thing for the client – even if it means our mortgage advisers taking on more work to find solutions.Buy with a mateAnother successful case we had recently involved two young friends struggling to get into the Wellington market. Both had savings but were a long way off being able to purchase a property alone, so they pooled their resources together.Our mortgage advisers were able to assist them in securing bank finance with each party having individual payments towards the mortgage. Banks understand the market is difficult for first-home buyers and are increasingly more open to alternative finance arrangements.There is no escaping the truth that right now it’s hard to afford a home in Wellington but some creative thinking with the right mortgage adviser may well get you there a lot faster than you realise. If you would like to discuss your first-home finance options, please email divya.gandhi@foxplan.nz to arrange a meeting or phone call. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.You can find more important information about us here.",At FoxPlan we believe our lending team is first-class and two recent success stories demonstrate the lengths our team will go to when it comes to securing first-home finance.,"Wed, 16 Oct 2019 20:25:00 +0000",GuestUser
"First Home Buyers - The Budget, Banks, and a Bunch of Cap Increases",https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/219cc0fc-e9fa-4a89-8bd3-e9f6f2b46e44/budget.jpg?format=original,"In today’s market, where house prices are skyrocketing and banks have large deposit requirements, there are many people wondering whether home ownership is right for them. And you know what? That’s fine! There are other ways to build wealth that do not involve buying a home. For most New Zealanders the dream of owning a home does live on, especially among 18 – 39-year-olds “Generation Rent” want to buy property to live in. We know the housing market feels nearly impossible to approach right now, but there’s still hope. To start, you need to know where to look for help and what to be prepared for and we have started with a brief overview of the 2022 Budget. The 2022 BUDGET and what it means for First Home Buyers? Budget 2022 sees more New Zealanders able to access support to get into their first home because of changes to First Home Grants and First Home Loans. House price caps are being removed entirely from the First Home Loan, which will hopefully provide a larger choice of homes for prospective first home buyers. The First Home Grant will also have increasing house price caps for new and existing properties.What does Foxplan think?“This is welcomed news for first home buyers. The Cap was previously very restrictive and unrealistic. This change hopefully gives all kiwis the chance to own property”.What are the New Price Caps for First Home Grants? Wellington The cap rises to $750,000 for existing properties and $925,000 for new builds.Christchurch The cap rises to $550,000 for existing properties and $750,000 for new builds.Auckland The cap rises to $875,000 for existing and new builds Queenstown-LakesThe grant cap will lift to $875,000 for existing properties and $925,000 for new builds.Tauranga The cap will be $800,000 for an existing property and $875,000 for a new build.Hamilton The cap rises to $650,000 for existing properties and $725,000 for new builds.Its important to note that the house price and income gap will be reviewed every six months to make sure they are up to date. What First Home Products are available?So now you know the price caps, what exactly is a First Home Grant and a First Home LoanThe First Home Products support first home buyers to overcome the deposit barrier to home ownership. The Grant provides a subsidy for first home buyers to put towards a deposit and the Loan reduces the minimum deposit required.First Home Grant – up to $10,000 to put towards a deposit for eligible first home buyers who have been contributing to KiwiSaver for at least three yearsFirst Home Loan – reduces the deposit requirement to 5% for eligible first home buyersThe First Home Products can sit alongside other initiatives to support first home buyers, including:the Progressive Home Ownership Scheme, KiwiBuild programme,First Home Partner.Changes to the First Home Grant came into effect on 19 May 2022.Changes to the First Home Loan take effect from June 2022. What does Foxplan think?“These changes mean that people who were falling short with their deposits may have some options available to them. We encourage anyone either starting their first home buying process or just having a look to chat with the experts. Some people do not know what’s available to them!” How much deposit will I need to buy my first home?Currently, if you're buying your first home, you'll need at least a 20% deposit (or 40% if you're buying an investment property). As the average house price in New Zealand ranges from $500,000 in the rural areas to more than $1 million in large cities like Auckland, you might need to estimate having at least $200,000 to spare.Why not book to chat to one of our Mortgage Experts who can help wrap your head around these new changes?",Let us break down what the 2022 budget means for you and buying your first home,"Tue, 31 May 2022 02:28:12 +0000",GuestUser
FoxPlan appoints Hon Heather Roy as new Chair,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1582448010487-YB0VRGOTS1KKW51UFU45/image-asset.jpeg?format=original,"FoxPlan appoints Hon Heather Roy as new ChairWellington-based financial planning services company FoxPlan has appointed Hon Heather Roy as the first independent Chair of the FoxPlan Board.Former Member of Parliament, Government Minister and experienced professional Director and Board Chair Heather Roy joined the FoxPlan Board in December 2018.“We’re pleased to welcome Heather to lead our Board. Her strong governance experience and focus on strategy will add to the finance and business experience around the FoxPlan Board table” said outgoing Chair and founder John Killick.“The financial services industry has undergone significant change in recent years, with more to come. FoxPlan takes its responsibilities to clients seriously and this includes having an independent Chair and governance Board overseeing the company and services it provides” John Killick said.“I’m delighted to join the well-established and respected company FoxPlan has become. The unique offering of life and financial planning for clients and a rigorous approach of providing financial advice by trusted advisers sets the standard of best practice” Heather Roy said.Managing Director Paul Barnes said “The Board’s new strategy will entail mergers, organic growth and the development of a nationwide distribution – FoxPlan Partners. The Board and Management Team will work to ensure FoxPlan’s holistic planning focus is client-centric and provides clients with financial security that aligns with their lifetime goals and aspirations. Heather’s values are in alignment with our approach.”Heather Roy will join independent Directors Kevin Brailey, David Spaziani and Miki Szikszai. John Killick will stay on the Board as an Executive Director. You can find more important information about us here.",“We’re pleased to welcome Heather to lead our Board. Her strong governance experience and focus on strategy will add to the finance and business experience around the FoxPlan Board table” said outgoing Chair and founder John Killick.,"Wed, 17 Oct 2018 07:55:00 +0000",GuestUser
FoxPlan Mid-Month Newsletter,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/154c6b25-f853-4a10-8cb3-cd6e7543bd8c/SynergyInvestments.jpg?format=original,"As the world’s attention focuses on Ukraine, we understand that some investors might be feeling unsure about these events and their geopolitical risk on global markets.Investors in global equity portfolios inevitably face periods of geopolitical tensions. Sometimes these events lead to restrictions, sanctions, and other types of market disruptions. We cannot predict when these events will occur or exactly what form they will take. However, we can have the correct structures in place through using diversified portfolios and building flexibility into our process.It is our job as advisers to understand what is happening in the world to ensure that our long-term recommendation remains valid for your long-term plan.This does not mean that some of you might not still be nervous, as is natural in times of uncertainty. If you are concerned about how current events may be impacting your portfolio, please contact us. We are here to help you through times of volatility. Before making any changes to your portfolio, it is important to get advice so we can work with you to ensure your portfolio continues to meet your goals.If you would like some resources and information about your portfolio and the market, please refer to the articles below Synergy Update – Fund Manager Responses to Ukrainian CrisesAs we watch events in the Ukraine unfold, many Synergy investors are asking which investment fund managers have exposure to Russian assets, and how they are dealing with these investments going forward? Synergy portfolios contain eight managers with strategies that potentially have exposure to Russian companies in their funds. Russia, Ukraine and a Lesson in Diversified InvestingIn the midst of such turmoil, markets have operated exactly as they should. Global uncertainty has increased. As a result, buyers require a higher expected return from purchasing shares. They achieve those higher expected returns by purchasing at lower prices. Sellers, meanwhile, are happy to accept a lower price and a resulting lower realised return in order to reduce their uncertainty. The above articles were supplied by Consilium and Synergy Investments in their monthly communication with FoxPlan",,"Sun, 24 Jul 2022 23:41:08 +0000",GuestUser
FoxPlan's Spring Investment Update,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1572898199846-TN33ZC7XMKVI5HAG35CI/Warwick-Walker-2-1.jpg?format=original,"FoxPlan's Spring Investment UpdateThis week we have presented content from our Monthly Investment Newsletter. Click HERE to read the entirety of our Spring Quarter update.It has been another interesting quarter.Diversified portfolios continued to perform very well despite the media’s best efforts to have us all running for the hills.It's true - there continues to be some large uncertainties in the world - we are reminded of them every day in print and on television. But that’s not always relevant when it comes to investment performance.Even though we don’t yet know how or when Brexit will eventually occur, or how the China/USA trade war will play out, market participants around the globe accept that these issues are real and have priced in the elevated risks they represent.When we talk about something being ‘priced in’, we mean the market’s collective expectations or predictions about the future are already built into securities prices today.Why is this relevant? Well, let’s consider an example based on the mid 2016 vote in the UK, which resulted in their surprise decision to leave the EU.Immediately after the vote, UK shares and the value of the British pound both took a hit. In the short term, market prices reacted quite sharply to this previously unanticipated news. Markets reacted because they had only priced in a low probability of the ‘Leave’ vote winning.Fast forward to today, and the idea that the UK is leaving the EU is not new information. We’ve known about it for more than three years, but even today no one can be entirely sure of how Brexit will happen and what the precise consequences will be.The ongoing speculation today is mainly about whether it will be a hard Brexit (no deal with the EU) or a soft Brexit (a negotiated deal). Perhaps there is even still a very remote chance that the UK might have a new election, a new referendum, and not ever leave. But after three years of uncertainty on this issue, the markets are highly sceptical that Boris Johnson (the new UK Prime Minister) can pull a rabbit out of a hat and negotiate a leave deal acceptable to both the EU and the UK. This scepticism is factored into the market prices of UK securities in particular, and global securities more broadly.But, for the purposes of this thought exercise, let’s imagine what would happen if there was a rabbit residing in Boris Johnson’s hat. If the UK could somehow reach a favourable leave agreement with the EU, then this would probably be regarded as a much better outcome than market participants currently expect. In that scenario, the UK would leave the EU and UK securities prices, and share markets in general, might actually go up.And that’s the point we need to continue to remind ourselves. Bad news or uncertainty is quickly factored into market prices as soon as we know about it. Even our collective expectations about the future are priced in.To read the rest of our Q3 Investment Summary click HERE. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.You can find more important information about us here.",It has been another interesting quarter.Diversified portfolios continued to perform very well despite the media’s best efforts to have us all running for the hills.,"Fri, 01 Nov 2019 20:10:00 +0000",GuestUser
